agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
25.4,0.4,0.79,0.21,0.72,0.94,30.2
32.3,0.35,0.77,0.33,0.56,0.93,32.5
25.2,0.24,0.76,0.33,0.74,0.72,31.0
18.5,0.13,0.71,0.19,0.59,0.94,18.4
11.5,0.09,0.81,0.36,0.72,1.0,9.3
28.1,0.25,0.86,0.37,0.61,0.87,29.8
32.4,0.33,0.42,0.49,0.56,1.0,36.3
40.5,0.45,0.52,0.33,0.8,0.83,37.5
13.3,0.06,0.87,0.14,0.85,0.88,7.2
40.5,0.52,0.53,0.54,0.93,0.79,41.1
7.4,0.05,0.7,0.22,0.67,1.0,15.3
10.8,0.11,1.0,0.36,0.76,1.0,23.8
41.9,0.55,0.76,0.34,0.62,0.69,36.8
23.6,0.02,0.62,0.17,0.54,0.79,24.7
37.3,0.12,0.15,0.54,0.7,0.96,34.9
54.1,0.58,0.76,0.59,0.64,0.72,36.8
40.5,0.41,0.53,0.53,0.69,0.82,37.4
14.2,0.29,0.71,0.19,0.7,0.94,29.4
26.3,0.15,0.72,0.18,0.81,0.92,17.7
71.6,0.76,0.33,0.65,0.75,0.7,65.2
12.5,0.09,0.78,0.38,0.75,0.88,28.6
46.4,0.56,0.56,0.6,0.85,0.84,50.5
26.0,0.04,0.72,0.2,0.94,0.92,19.4
67.4,0.65,0.22,0.53,0.86,0.93,57.8
26.1,0.33,0.49,0.28,0.39,0.96,39.6
24.0,0.16,0.96,0.42,0.31,1.0,26.1
31.0,0.3,0.77,0.46,0.83,0.83,34.0
49.4,0.5,0.39,0.4,0.88,0.88,39.4
24.8,0.28,0.81,0.33,0.76,1.0,22.4
20.7,0.1,0.66,0.3,0.7,0.92,25.0
50.1,0.45,0.49,0.47,0.82,0.84,38.4
22.4,0.27,0.86,0.32,0.7,0.88,18.9
36.3,0.44,0.71,0.34,0.83,0.64,35.9
12.8,0.14,0.81,0.25,0.68,1.0,10.8
16.3,0.13,0.96,0.32,0.94,0.97,14.7
37.7,0.39,0.62,0.28,0.7,0.95,26.7
14.2,0.23,0.78,0.39,0.97,0.94,16.1
10.2,0.12,1.0,0.12,0.96,0.98,14.5
31.3,0.19,0.52,0.33,0.91,0.86,27.5
69.8,0.59,0.36,0.63,0.68,0.41,55.1
17.2,0.18,1.0,0.13,0.48,0.91,18.0
33.3,0.17,0.41,0.4,0.84,0.92,34.7
38.3,0.46,0.86,0.53,0.89,0.82,37.8
16.5,0.07,1.0,0.39,0.72,0.95,21.8
11.6,0.0,0.81,0.18,0.68,1.0,12.2
16.0,0.33,0.88,0.28,0.53,0.93,21.4
20.5,0.15,0.68,0.38,0.77,0.93,24.2
39.3,0.42,0.48,0.35,0.75,0.67,42.0
11.6,0.18,0.71,0.24,0.46,0.88,19.8
54.3,0.69,0.71,0.49,0.91,0.86,50.7
23.4,0.18,0.73,0.28,0.74,0.95,22.1
24.7,0.26,0.55,0.2,0.51,0.99,23.1
26.3,0.25,0.89,0.31,0.8,1.0,22.3
27.1,0.51,0.83,0.24,0.92,0.88,28.9
37.3,0.17,0.68,0.35,0.91,0.73,28.8
27.0,0.25,0.63,0.29,0.66,0.81,23.8
46.7,0.47,0.47,0.46,0.97,0.73,39.8
32.0,0.31,0.99,0.5,0.66,0.86,25.5
21.5,0.07,0.84,0.34,0.65,0.81,22.0
27.8,0.09,0.64,0.49,0.5,0.78,33.7
17.8,0.02,0.93,0.3,0.74,1.0,17.1
29.2,0.38,0.83,0.45,0.89,0.93,21.2
12.0,0.12,1.0,0.33,0.56,1.0,17.3
29.9,0.12,0.71,0.43,0.45,0.76,25.6
19.4,0.34,0.92,0.34,0.9,0.98,13.9
34.5,0.54,0.73,0.37,0.61,1.0,46.3
17.3,0.2,0.72,0.29,0.3,0.9,28.1
39.8,0.44,0.4,0.34,0.83,0.75,33.6
60.0,0.61,0.49,0.61,0.59,0.76,56.3
31.0,0.25,0.79,0.37,0.75,0.91,29.4
32.8,0.14,0.31,0.47,0.73,0.85,31.1
14.2,0.03,0.94,0.37,0.51,0.98,19.2
26.2,0.26,0.73,0.22,0.9,1.0,24.6
19.2,0.25,0.87,0.34,0.88,0.96,12.9
36.3,0.34,0.56,0.54,0.77,1.0,25.3
25.3,0.24,0.96,0.45,0.9,0.8,19.0
56.0,0.56,0.59,0.64,0.52,0.56,50.9
54.6,0.56,0.25,0.4,0.95,0.76,51.0
31.1,0.25,0.54,0.29,0.46,0.96,38.0
2.3,0.06,0.99,0.06,0.73,0.89,8.7
32.3,0.21,0.58,0.5,0.83,0.82,27.7
24.7,0.28,0.92,0.4,0.83,1.0,22.1
17.4,0.02,0.67,0.28,0.41,1.0,14.3
47.7,0.36,0.68,0.63,0.76,0.74,41.4
7.3,0.0,0.56,0.11,0.7,1.0,11.7
27.0,0.29,0.67,0.38,0.59,0.97,39.4
25.1,0.27,0.96,0.36,0.68,0.93,22.0
5.8,0.0,0.93,0.14,0.57,1.0,13.0
33.2,0.19,0.67,0.38,0.76,0.78,30.9
24.0,0.36,0.88,0.24,0.93,0.94,16.7
37.9,0.39,0.7,0.47,0.38,0.9,38.5
7.1,0.06,0.91,0.18,0.86,0.84,4.8
32.3,0.36,0.87,0.23,0.91,0.75,34.8
40.7,0.31,0.61,0.57,0.65,0.81,41.6
43.2,0.54,0.65,0.45,0.65,0.91,36.8
5.4,0.11,1.0,0.25,0.56,1.0,17.0
14.0,0.11,0.5,0.16,0.85,0.89,22.9
19.0,0.18,0.7,0.17,0.87,0.9,25.3
40.9,0.38,0.5,0.56,0.92,0.93,40.8
29.6,0.43,0.8,0.38,0.92,0.91,29.5
20.6,0.25,1.0,0.29,0.7,0.94,22.2
57.9,0.63,0.14,0.56,0.97,0.72,54.9
9.1,0.1,0.85,0.13,0.6,0.95,15.4
20.1,0.2,0.96,0.41,0.47,0.87,19.6
35.7,0.55,0.38,0.31,0.87,0.94,42.9
33.5,0.3,0.72,0.28,0.48,0.8,31.1
35.8,0.38,0.71,0.53,0.65,0.96,41.3
23.3,0.44,0.85,0.24,0.41,0.8,28.3
30.6,0.44,0.53,0.47,0.7,0.8,40.1
5.9,0.1,0.94,0.27,0.55,1.0,20.4
15.7,0.01,0.66,0.22,0.94,1.0,15.9
18.0,0.4,0.99,0.2,0.42,0.8,28.3
31.6,0.29,0.52,0.45,0.83,0.94,35.1
12.1,0.13,0.88,0.26,0.6,1.0,13.9
37.6,0.48,0.94,0.34,0.91,0.89,25.7
21.5,0.19,0.95,0.42,0.48,0.88,33.9
33.7,0.36,0.4,0.45,0.73,0.76,37.9
15.5,0.16,0.8,0.38,0.62,1.0,26.9
23.8,0.2,0.77,0.3,0.69,0.88,29.9
23.0,0.27,0.74,0.2,0.5,0.77,21.6
21.6,0.15,0.84,0.43,0.77,0.85,16.4
54.6,0.43,0.55,0.56,0.95,0.59,47.6
35.4,0.41,0.92,0.43,0.86,0.74,31.1
26.5,0.39,0.66,0.36,0.92,0.97,23.2
27.1,0.2,0.84,0.33,0.91,0.87,10.7
20.9,0.16,0.76,0.22,0.89,1.0,21.2
38.3,0.38,0.85,0.45,0.71,0.73,33.9
10.7,0.11,0.95,0.29,0.62,0.82,26.1
51.8,0.32,0.49,0.64,0.88,0.8,47.2
16.6,0.12,0.79,0.14,0.89,0.81,16.7
14.5,0.32,0.72,0.18,0.61,0.86,22.1
44.6,0.59,0.68,0.55,0.4,0.73,42.8
6.4,0.23,0.81,0.28,0.69,1.0,23.1
58.1,0.64,0.14,0.47,0.86,0.59,60.5
20.7,0.15,0.65,0.2,0.58,0.93,23.4
46.7,0.49,0.56,0.44,0.8,0.9,31.3
35.6,0.42,0.46,0.27,0.75,0.8,39.5
28.9,0.26,0.59,0.42,0.5,0.81,15.6
50.3,0.33,0.21,0.55,0.87,0.81,38.7
20.4,0.29,0.67,0.4,0.32,0.91,33.0
40.3,0.36,0.85,0.41,0.52,0.81,34.4
33.2,0.39,0.57,0.42,0.82,0.94,38.8
26.7,0.11,0.72,0.47,0.78,0.91,23.2
19.7,0.13,1.0,0.43,0.61,0.88,18.7
3.9,0.08,1.0,0.05,0.64,0.93,2.3
24.6,0.31,0.8,0.17,0.72,0.97,16.6
41.2,0.49,0.44,0.58,0.75,0.72,50.2
23.0,0.22,0.8,0.32,0.59,0.93,29.0
30.6,0.33,0.95,0.42,0.65,0.88,29.2
12.2,0.16,0.7,0.36,0.81,0.92,13.1
4.9,0.08,0.92,0.16,0.77,0.79,7.1
21.2,0.27,0.61,0.28,0.87,1.0,15.8
40.8,0.29,0.83,0.34,0.52,0.59,36.0
28.9,0.48,0.53,0.47,0.65,0.62,42.3
14.3,0.12,0.75,0.29,0.64,1.0,14.7
6.9,0.06,0.76,0.1,0.89,1.0,1.9
47.8,0.45,0.31,0.5,0.88,0.68,43.7
25.9,0.28,0.75,0.28,0.52,1.0,22.8
29.2,0.15,0.66,0.25,0.38,0.75,26.2
38.6,0.34,0.67,0.32,0.75,0.9,37.3
1.8,0.0,1.0,0.18,0.77,1.0,1.6
19.5,0.15,0.55,0.31,0.81,0.96,21.9
11.0,0.13,0.93,0.31,0.54,1.0,17.3
10.8,0.17,0.75,0.15,0.5,0.87,18.8
19.8,0.19,0.82,0.41,0.78,0.85,19.3
25.7,0.29,0.79,0.34,0.87,0.83,26.2
39.7,0.23,0.56,0.34,0.78,0.93,30.3
40.8,0.42,0.79,0.41,0.49,0.81,35.3
15.1,0.28,0.63,0.38,0.63,0.86,27.7
32.8,0.37,0.5,0.37,0.83,0.7,30.4
19.4,0.12,0.84,0.4,0.71,0.73,26.3
41.9,0.44,0.9,0.34,0.84,0.92,30.6
39.6,0.53,0.46,0.55,0.91,0.86,40.9
11.1,0.17,0.88,0.21,0.87,1.0,4.6
29.2,0.35,0.89,0.49,0.51,0.88,29.5
11.4,0.04,1.0,0.34,0.94,0.93,4.5
27.5,0.24,0.82,0.39,0.91,0.91,28.9
77.8,0.77,0.11,0.75,0.69,0.8,63.2
16.6,0.35,0.83,0.18,0.88,0.86,24.4
27.7,0.19,0.73,0.37,0.89,0.89,28.7
27.3,0.3,0.88,0.36,0.85,0.75,22.0
19.3,0.26,0.79,0.24,0.77,0.72,17.2
37.9,0.45,0.82,0.42,0.25,0.85,37.1
70.9,0.68,0.28,0.78,0.65,0.69,61.9
21.8,0.19,0.8,0.15,0.69,0.9,20.2
19.3,0.39,0.79,0.26,0.61,0.87,23.3
52.9,0.5,0.44,0.47,0.75,0.83,47.4
26.0,0.22,0.73,0.47,0.55,0.86,28.3
30.5,0.4,0.7,0.51,0.74,0.89,39.9
9.7,0.11,0.66,0.24,0.8,1.0,18.6
18.8,0.06,0.77,0.3,0.77,0.98,14.2
6.6,0.16,1.0,0.32,0.68,1.0,16.4
18.8,0.15,0.54,0.13,0.57,0.94,17.3
17.9,0.14,0.78,0.29,0.76,0.71,15.2
27.4,0.54,0.64,0.2,0.84,0.97,32.2
43.3,0.41,0.62,0.59,0.64,0.86,48.2
34.4,0.35,0.73,0.34,0.8,0.84,34.7
5.4,0.15,0.97,0.19,0.74,0.87,14.1
13.9,0.05,0.56,0.22,0.89,1.0,22.1
18.3,0.24,0.51,0.4,0.76,0.91,27.4
24.7,0.34,0.35,0.47,0.72,0.85,33.0
4.9,0.18,0.93,0.05,0.81,0.98,9.6
45.8,0.52,0.3,0.54,0.64,0.65,44.8
15.9,0.05,0.49,0.22,0.76,0.96,17.5
15.1,0.19,0.71,0.15,0.48,0.9,25.5
29.6,0.16,0.6,0.33,0.68,0.88,26.0
6.8,0.19,0.92,0.35,0.67,0.88,20.3
8.7,0.19,0.91,0.17,0.67,1.0,24.5
27.7,0.3,0.73,0.28,0.85,0.88,19.7
26.9,0.29,0.85,0.44,0.78,0.83,21.9
42.9,0.43,0.53,0.56,0.41,0.64,54.7
6.7,0.06,1.0,0.15,0.29,0.99,24.6
52.0,0.62,0.43,0.45,0.76,0.73,45.4
25.6,0.22,0.68,0.37,0.92,1.0,22.3
19.1,0.41,0.72,0.2,0.91,0.86,28.0
22.8,0.25,0.77,0.3,0.85,0.93,30.6
57.4,0.7,0.53,0.44,0.79,0.66,53.9
25.1,0.09,0.84,0.27,0.62,0.83,22.7
34.8,0.29,0.74,0.33,0.39,0.96,26.2
9.7,0.19,0.95,0.28,0.57,0.94,14.3
18.2,0.21,0.65,0.21,0.76,0.85,18.0
41.2,0.41,1.0,0.56,0.33,0.78,40.4
14.6,0.25,0.65,0.4,0.58,0.8,30.9
42.5,0.64,0.59,0.32,0.66,0.73,46.2
20.7,0.09,1.0,0.26,0.89,1.0,14.1
60.5,0.71,0.53,0.51,0.61,0.67,50.9
57.0,0.53,0.33,0.5,0.84,0.86,52.0
37.0,0.46,0.81,0.34,0.47,0.85,33.9
10.1,0.06,0.93,0.19,0.64,1.0,17.1
4.9,0.1,0.83,0.08,0.79,0.98,9.6
8.6,0.15,0.95,0.14,0.95,1.0,15.2
14.8,0.08,0.8,0.33,0.54,0.88,25.1
44.8,0.4,0.52,0.42,0.65,0.98,45.7
13.1,0.11,0.88,0.15,0.76,1.0,17.2
32.3,0.16,0.78,0.26,0.9,0.76,20.6
20.7,0.25,0.93,0.25,0.97,0.65,16.9
33.1,0.48,0.56,0.42,0.49,0.83,38.1
24.2,0.12,0.81,0.25,0.64,0.82,20.7
19.1,0.26,0.77,0.26,0.7,1.0,20.7
5.5,0.09,1.0,0.32,0.89,1.0,13.4
22.4,0.15,0.62,0.32,0.73,0.86,31.7
30.2,0.51,0.69,0.37,0.85,0.84,29.4
22.2,0.34,0.5,0.28,0.72,0.91,31.4
10.1,0.23,1.0,0.24,0.58,1.0,20.0
17.2,0.18,1.0,0.42,0.81,0.95,15.8
55.2,0.4,0.68,0.46,0.77,0.73,40.7
28.7,0.3,0.84,0.48,0.81,0.85,31.8
23.4,0.22,0.85,0.21,0.74,0.99,17.4
10.9,0.21,1.0,0.11,0.71,0.93,18.7
39.0,0.33,0.53,0.47,0.58,0.89,38.3
40.6,0.54,0.56,0.36,0.91,0.79,44.1
47.1,0.41,0.74,0.46,0.68,0.73,50.9
25.1,0.32,0.73,0.39,0.84,0.96,28.5
63.9,0.56,0.22,0.61,0.77,0.62,59.0
39.8,0.39,0.37,0.28,0.93,0.8,29.8
18.6,0.05,0.69,0.22,0.96,1.0,18.4
14.0,0.15,1.0,0.12,0.8,0.98,10.0
20.8,0.11,0.78,0.42,0.5,1.0,18.3
23.5,0.29,0.65,0.4,0.58,0.83,28.3
15.8,0.23,0.83,0.41,0.79,0.98,26.1
46.4,0.46,0.59,0.59,0.65,0.96,39.6
14.2,0.08,0.58,0.24,0.95,0.96,22.6
29.5,0.34,0.57,0.47,0.76,0.91,41.1
42.6,0.52,0.35,0.5,0.7,0.93,52.5
21.9,0.2,1.0,0.31,0.77,1.0,16.6
27.3,0.23,0.71,0.3,0.93,1.0,27.8
49.7,0.37,0.48,0.55,0.88,0.68,48.3
6.2,0.08,0.91,0.22,0.89,1.0,6.2
15.1,0.26,0.68,0.29,0.91,0.99,24.0
45.0,0.59,0.63,0.44,0.49,0.76,45.1
3.4,0.06,1.0,0.25,0.8,0.88,12.1
41.9,0.28,0.49,0.32,0.82,0.75,39.8
69.9,0.65,0.43,0.71,0.81,0.4,55.9
5.1,0.17,0.93,0.26,0.85,1.0,16.0
13.8,0.22,0.75,0.25,0.7,0.75,20.1
48.3,0.38,0.65,0.42,0.96,0.7,39.5
17.3,0.37,0.58,0.28,0.45,1.0,29.6
20.3,0.1,0.58,0.18,0.86,0.88,18.5
37.2,0.33,0.89,0.35,0.87,0.85,21.5
24.5,0.3,0.69,0.3,0.88,1.0,25.4
15.1,0.14,1.0,0.31,0.54,0.93,13.7
21.5,0.18,0.77,0.21,0.98,0.95,27.8
8.5,0.09,0.53,0.11,0.7,1.0,10.7
4.8,0.15,1.0,0.22,0.75,0.92,20.4
28.5,0.48,0.77,0.4,0.63,0.74,38.8
19.4,0.22,0.69,0.16,0.44,1.0,24.1
6.5,0.0,1.0,0.06,0.92,1.0,1.5
14.8,0.16,0.99,0.15,0.76,0.88,15.5
12.0,0.32,0.77,0.35,0.56,0.85,24.1
43.2,0.51,0.73,0.5,0.66,0.88,40.8
8.8,0.22,0.95,0.34,0.61,0.99,14.3
39.6,0.48,0.61,0.48,0.73,0.77,38.7
19.6,0.29,0.69,0.43,0.95,1.0,29.2
24.0,0.25,0.62,0.3,0.53,0.84,25.9
32.4,0.47,0.89,0.41,0.95,0.64,41.0
18.1,0.0,0.88,0.31,0.5,0.86,28.1
54.6,0.6,0.6,0.38,0.94,0.67,46.1
19.7,0.25,0.73,0.15,0.86,0.86,20.4
25.7,0.17,0.82,0.22,0.54,0.83,16.7
9.7,0.13,0.85,0.22,0.68,0.73,11.0
35.5,0.41,0.75,0.38,0.79,0.91,35.9
6.0,0.0,0.73,0.2,0.59,0.9,9.8
22.9,0.27,0.56,0.4,0.78,0.69,16.7
19.5,0.33,0.64,0.38,0.95,0.96,22.6
18.9,0.36,0.81,0.43,0.68,0.65,28.7
32.4,0.39,0.34,0.39,0.73,0.78,49.8
44.0,0.43,0.63,0.41,0.79,0.94,35.2
1.4,0.11,1.0,0.1,0.58,0.82,7.9
28.8,0.2,0.45,0.3,0.69,0.98,30.9
37.7,0.46,0.56,0.36,0.64,0.78,43.4
10.6,0.1,1.0,0.19,0.82,0.97,10.1
26.5,0.38,0.67,0.21,0.87,0.96,29.2
17.0,0.12,0.68,0.31,0.89,0.81,18.1
45.7,0.63,0.49,0.49,0.67,0.66,54.0
17.3,0.3,1.0,0.26,0.74,0.8,24.6
30.7,0.35,0.52,0.24,0.9,0.77,35.8
26.6,0.3,0.82,0.21,0.85,0.84,27.6
31.5,0.49,0.75,0.38,0.73,0.67,35.4
34.4,0.56,0.65,0.25,0.85,0.85,41.1
27.3,0.24,0.67,0.41,0.79,0.94,19.6
31.7,0.29,0.82,0.52,0.58,0.75,24.5
40.8,0.54,0.42,0.47,0.72,0.69,52.1
32.9,0.1,0.73,0.45,0.76,0.79,31.9
44.6,0.19,0.32,0.44,0.87,0.81,32.0
8.4,0.01,1.0,0.26,0.88,0.93,12.7
33.2,0.37,0.78,0.43,0.69,1.0,40.2
15.0,0.04,0.79,0.35,0.74,1.0,28.7
40.9,0.29,0.56,0.5,0.79,0.81,35.0
11.9,0.08,0.95,0.31,0.68,0.86,8.8
48.4,0.62,0.31,0.51,0.74,0.74,54.5
28.3,0.25,0.67,0.34,0.64,0.84,30.1
49.4,0.61,0.51,0.48,0.81,1.0,39.9
55.1,0.57,0.19,0.5,0.44,0.69,52.3
23.8,0.4,0.9,0.25,0.96,1.0,23.7
22.6,0.21,1.0,0.17,0.92,0.78,13.6
32.0,0.37,1.0,0.43,0.36,0.88,29.6
26.3,0.29,0.44,0.45,0.68,0.98,35.2
26.5,0.26,0.91,0.46,0.64,0.92,29.5
41.6,0.5,0.49,0.47,0.41,0.83,46.0
43.4,0.51,0.55,0.33,0.75,0.79,44.9
9.8,0.13,0.75,0.33,0.88,0.97,23.4
46.7,0.28,0.62,0.55,0.87,0.75,39.8
2.8,0.0,0.6,0.1,0.92,0.89,0.0
16.0,0.07,0.66,0.35,0.92,0.98,16.6
31.6,0.35,0.35,0.36,0.87,0.88,40.6
11.8,0.12,0.8,0.35,0.8,0.99,23.1
29.8,0.23,0.66,0.28,0.87,0.72,27.0
42.6,0.35,0.34,0.54,0.58,0.74,41.1
47.1,0.55,0.61,0.54,0.96,0.75,40.6
25.6,0.19,0.81,0.18,0.92,0.9,22.1
28.3,0.04,0.85,0.37,0.42,0.7,17.1
57.3,0.6,0.64,0.62,0.32,0.52,62.9
13.3,0.08,0.83,0.14,0.74,1.0,16.0
28.8,0.37,0.75,0.36,0.86,0.82,23.3
17.3,0.1,0.67,0.21,0.65,1.0,15.9
34.0,0.32,0.67,0.45,0.94,0.85,25.4
68.5,0.72,0.33,0.64,0.53,0.73,62.5
17.8,0.0,1.0,0.31,0.34,0.91,17.5
37.0,0.32,0.71,0.28,0.5,0.85,33.3
32.1,0.25,0.76,0.27,0.67,0.95,29.9
15.9,0.12,0.8,0.28,0.78,0.82,17.2
58.3,0.54,0.0,0.46,0.58,0.58,51.9
34.4,0.35,0.66,0.39,0.91,0.83,31.6
19.6,0.22,0.73,0.34,0.75,0.76,20.8
25.2,0.32,0.58,0.42,0.82,0.71,26.4
10.0,0.16,1.0,0.11,0.64,0.87,11.9
37.7,0.5,0.77,0.49,0.58,0.91,43.1
38.0,0.48,0.47,0.38,0.72,0.85,38.7
30.5,0.45,0.7,0.42,0.48,1.0,41.2
27.0,0.4,0.71,0.23,0.81,0.94,28.7
39.3,0.35,0.78,0.43,0.89,0.95,35.0
53.1,0.5,0.53,0.62,0.58,0.72,47.6
45.8,0.44,0.65,0.35,0.87,0.76,31.1
5.9,0.18,0.89,0.29,0.89,1.0,7.8
10.3,0.09,0.96,0.21,0.5,0.92,18.7
26.5,0.35,0.87,0.43,0.8,0.9,31.4
35.6,0.17,0.99,0.54,0.5,0.98,40.1
35.0,0.15,0.57,0.29,0.29,0.86,39.9
29.2,0.43,0.65,0.41,0.95,0.99,24.9
17.9,0.24,0.71,0.2,0.94,0.72,28.4
26.4,0.39,0.67,0.23,0.73,0.77,30.4
26.0,0.12,0.95,0.37,0.78,0.96,14.4
18.4,0.21,0.69,0.16,0.38,0.85,21.3
2.8,0.0,1.0,0.16,0.81,1.0,0.0
11.4,0.21,1.0,0.27,0.52,0.93,22.6
35.1,0.36,0.83,0.4,0.88,0.76,36.1
21.3,0.21,1.0,0.36,0.56,0.72,19.2
21.0,0.31,0.86,0.39,0.64,0.94,25.9
55.6,0.56,0.5,0.65,0.84,0.66,56.7
34.0,0.34,0.57,0.41,0.76,0.94,44.3
11.4,0.0,0.59,0.16,0.91,1.0,18.9
7.9,0.22,0.83,0.21,0.77,0.92,15.4
36.6,0.39,0.66,0.37,0.36,0.86,47.6
14.2,0.2,1.0,0.17,0.75,0.9,18.1
7.5,0.0,1.0,0.21,0.87,0.91,5.3
25.6,0.4,0.75,0.19,0.38,0.88,23.5
21.6,0.24,0.95,0.33,0.75,0.95,26.0
45.7,0.64,0.57,0.57,0.75,0.86,42.0
32.8,0.44,0.7,0.53,0.74,0.76,33.8
29.3,0.06,0.66,0.48,0.72,0.74,26.0
9.0,0.18,0.84,0.09,0.52,0.92,18.9
54.1,0.64,0.37,0.43,0.44,0.65,52.7
43.6,0.51,0.48,0.35,0.94,0.68,31.5
68.9,0.72,0.21,0.65,0.56,0.63,65.8
43.1,0.42,0.7,0.32,0.72,0.7,38.7
25.3,0.26,0.94,0.46,0.69,0.87,26.8
17.7,0.32,0.71,0.14,0.83,0.95,19.0
39.1,0.54,0.47,0.39,0.71,0.76,37.8
43.1,0.42,0.54,0.57,0.63,0.81,43.9
6.2,0.0,0.81,0.33,0.78,0.99,8.2
25.2,0.38,0.6,0.32,0.86,0.98,27.8
5.9,0.16,0.89,0.19,0.87,0.97,0.0
26.0,0.29,0.78,0.37,0.64,0.76,33.0
45.1,0.36,0.58,0.44,0.76,0.69,39.0
42.6,0.26,0.53,0.4,0.88,0.96,23.3
3.3,0.11,0.89,0.24,0.59,0.86,22.1
31.2,0.26,0.78,0.4,0.67,0.74,32.8
8.8,0.03,0.97,0.21,0.95,0.71,3.3
13.0,0.18,0.9,0.12,0.56,1.0,13.2
32.3,0.27,0.59,0.25,0.65,0.84,22.3
23.9,0.19,0.96,0.32,0.61,0.75,20.8
11.5,0.05,0.69,0.27,0.88,0.69,15.2
29.9,0.37,0.62,0.41,0.85,0.82,31.7
30.6,0.21,0.55,0.48,0.91,0.82,26.6
10.2,0.0,0.9,0.32,0.47,1.0,13.6
32.1,0.23,0.58,0.27,0.76,0.84,30.8
29.5,0.44,0.72,0.44,0.78,0.76,34.1
43.6,0.38,0.64,0.51,0.62,0.81,50.2
48.6,0.54,0.7,0.59,0.97,0.67,36.3
25.7,0.23,0.78,0.43,0.54,0.75,28.8
38.8,0.37,0.64,0.38,0.49,0.74,44.8
25.3,0.39,0.81,0.26,0.87,0.71,39.2
23.3,0.25,0.42,0.33,0.73,1.0,22.8
41.9,0.59,0.59,0.38,0.54,0.84,45.4
43.9,0.63,0.4,0.41,0.68,0.77,47.3
28.9,0.45,0.61,0.22,0.68,0.86,21.9
45.8,0.41,0.52,0.62,0.53,0.74,43.9
28.4,0.3,0.86,0.29,0.84,0.9,30.0
12.7,0.27,0.61,0.32,0.45,1.0,18.3
27.6,0.36,0.76,0.49,0.91,0.87,35.5
22.3,0.34,0.79,0.45,0.81,1.0,25.8
34.7,0.47,0.72,0.43,0.42,0.84,37.8
20.1,0.33,1.0,0.3,0.85,0.88,25.3
33.5,0.24,0.9,0.33,0.67,0.97,34.7
26.7,0.26,0.78,0.45,0.77,0.77,44.7
35.7,0.29,0.73,0.35,0.51,0.79,31.8
24.3,0.23,0.75,0.2,0.69,0.82,24.9
1.5,0.04,1.0,0.1,0.34,1.0,7.0
23.8,0.25,0.77,0.26,0.85,0.87,25.4
19.5,0.14,0.87,0.35,0.75,1.0,31.3
69.7,0.57,0.2,0.54,0.54,0.75,56.7
50.4,0.35,0.53,0.45,0.81,0.74,37.9
23.1,0.41,0.97,0.18,0.68,1.0,23.5
32.6,0.45,0.76,0.48,0.23,0.79,36.2
13.1,0.17,0.89,0.31,0.58,0.85,8.9
20.0,0.0,0.37,0.27,0.96,0.94,21.3
24.9,0.17,0.81,0.3,0.84,0.85,22.1
67.7,0.73,0.31,0.52,0.66,0.7,70.6
11.1,0.2,0.73,0.19,0.69,1.0,10.5
42.2,0.39,0.57,0.57,0.93,0.73,38.2
37.9,0.43,0.61,0.31,0.68,0.76,34.8
15.6,0.15,0.84,0.34,0.66,0.82,19.9
49.8,0.61,0.61,0.36,0.81,0.78,40.8
38.1,0.38,0.59,0.36,0.51,1.0,41.4
39.8,0.39,0.56,0.53,0.75,0.67,40.2
33.4,0.28,0.61,0.37,0.85,0.89,25.3
36.0,0.44,0.68,0.46,0.88,0.8,39.0
18.2,0.22,0.9,0.16,0.88,0.89,14.6
42.4,0.31,0.77,0.5,0.82,0.7,37.4
45.6,0.5,0.62,0.57,0.85,0.89,44.9
19.0,0.21,0.97,0.37,0.75,1.0,16.2
40.9,0.51,0.72,0.42,0.68,0.81,41.0
20.4,0.19,0.82,0.41,0.6,0.98,16.6
28.3,0.19,0.61,0.37,0.59,0.83,20.4
15.9,0.11,0.9,0.36,0.7,0.9,21.1
15.0,0.33,1.0,0.17,0.89,0.88,17.2
22.0,0.2,0.94,0.22,0.78,1.0,23.3
27.6,0.38,0.92,0.42,0.51,0.94,19.7
13.8,0.0,0.59,0.29,0.88,0.81,21.0
34.3,0.38,0.36,0.44,0.4,0.85,39.6
12.6,0.0,0.8,0.16,0.79,0.95,9.7
30.6,0.31,0.76,0.33,0.95,0.76,36.8
36.4,0.29,0.58,0.33,0.57,0.86,33.4
21.6,0.12,0.75,0.17,0.29,0.87,21.6
47.3,0.37,0.3,0.39,0.62,0.74,42.3
28.1,0.26,0.63,0.49,0.78,0.93,24.7
28.0,0.09,0.59,0.27,0.71,0.83,25.2
38.4,0.24,0.49,0.32,0.92,0.75,41.1
33.8,0.35,0.55,0.45,0.76,0.94,24.7
28.4,0.11,0.55,0.38,0.85,1.0,29.9
8.5,0.0,0.56,0.28,0.87,1.0,13.2
31.7,0.5,0.89,0.42,0.98,0.89,25.4
5.6,0.21,0.93,0.11,0.36,0.96,17.4
16.1,0.08,0.74,0.26,0.72,1.0,17.7
11.1,0.14,0.87,0.13,0.81,0.96,10.8
33.3,0.25,0.72,0.31,0.84,0.76,30.5
20.4,0.13,0.81,0.44,0.68,0.8,23.8
30.3,0.0,0.59,0.43,0.94,0.88,26.5
